agent_id,environment_name,frame,normalized_return,seed
langevin_1e-7,alien,0,-0.0286670821316251,0
langevin_1e-7,alien,400000,0.0197394165132828,0
langevin_1e-7,alien,800000,0.059160277685183844,0
langevin_1e-7,alien,1200000,0.06582704097160828,0
langevin_1e-7,alien,1600000,0.06379802605834867,0
langevin_1e-7,alien,2000000,0.07887070827113438,0
langevin_1e-7,alien,2400000,0.09017521993072365,0
langevin_1e-7,alien,2800000,0.08727662719749563,0
langevin_1e-7,alien,3200000,0.1959738546935463,0
langevin_1e-7,alien,3600000,0.10292902795692692,0
langevin_1e-7,alien,4000000,0.09220423484398325,0
langevin_1e-7,alien,4400000,0.07481267844461514,0
langevin_1e-7,alien,4800000,0.12640762909607386,0
langevin_1e-7,alien,5200000,0.10959579124335136,0
langevin_1e-7,alien,5600000,0.10698705778344615,0
langevin_1e-7,alien,6000000,0.12090030290294064,0
langevin_1e-7,alien,6400000,0.21829301873940204,0
langevin_1e-7,alien,6800000,0.10176959086363571,0
langevin_1e-7,alien,7200000,0.09423324975724287,0
langevin_1e-7,alien,7600000,0.09423324975724287,0
langevin_1e-7,alien,8000000,0.1458282004087016,0
langevin_1e-7,alien,8400000,0.16119074189481009,0
langevin_1e-7,alien,8800000,0.1475673560486384,0
langevin_1e-7,alien,9200000,0.1156828359831302,0
langevin_1e-7,alien,9600000,0.10147973159031291,0
langevin_1e-7,alien,10000000,0.178872157567501,0
langevin_1e-7,alien,10400000,0.15133552660183483,0
langevin_1e-7,alien,10800000,0.12148002144958624,0
langevin_1e-7,alien,11200000,0.1632197568080697,0
langevin_1e-7,alien,11600000,0.181770750300729,0
langevin_1e-7,alien,12000000,0.14350932622211918,0
langevin_1e-7,alien,12400000,0.08003014536442558,0
langevin_1e-7,alien,12800000,0.14669777822867,0
langevin_1e-7,alien,13200000,0.10814649487673736,0
langevin_1e-7,alien,13600000,0.12350903636284585,0
langevin_1e-7,alien,14000000,0.13684256293569474,0
langevin_1e-7,alien,14400000,0.22322062638588966,0
langevin_1e-7,alien,14800000,0.11017550978999698,0
langevin_1e-7,alien,15200000,0.13626284438904912,0
langevin_1e-7,alien,15600000,0.1614806011681329,0
langevin_1e-7,alien,16000000,0.27191698430412037,0
langevin_1e-7,alien,16400000,0.17249525355439935,0
langevin_1e-7,alien,16800000,0.1945245583269323,0
langevin_1e-7,alien,17200000,0.14698763750199278,0
langevin_1e-7,alien,17600000,0.22582935984579489,0
langevin_1e-7,alien,18000000,0.16669806808794332,0
langevin_1e-7,alien,18400000,0.2681488137509239,0
langevin_1e-7,alien,18800000,0.2098870998130408,0
langevin_1e-7,alien,19200000,0.11249438397657939,0
langevin_1e-7,alien,19600000,0.22235104856592125,0
langevin_1e-7,alien,20000000,0.18756793576718506,0
langevin_1e-7,amidar,0,-0.003384489700647721,0
langevin_1e-7,amidar,400000,-0.00105035887261481,0
langevin_1e-7,amidar,800000,-0.00105035887261481,0
langevin_1e-7,amidar,1200000,-0.0017505981488496912,0
langevin_1e-7,amidar,1600000,-0.0022174242866312656,0
langevin_1e-7,amidar,2000000,0.021590709714104307,0
langevin_1e-7,amidar,2400000,0.021590709714104307,0
langevin_1e-7,amidar,2800000,0.040497168085570516,0
langevin_1e-7,amidar,3200000,0.061154226804062024,0
langevin_1e-7,amidar,3600000,0.07259146697102305,0
langevin_1e-7,amidar,4000000,0.08893038276725342,0
langevin_1e-7,amidar,4400000,0.06547236972632316,0
langevin_1e-7,amidar,4800000,0.10363540520306025,0
langevin_1e-7,amidar,5200000,0.1125051094727873,0
langevin_1e-7,amidar,5600000,0.11834043654286959,0
langevin_1e-7,amidar,6000000,0.1009511600932239,0
langevin_1e-7,amidar,6400000,0.11892396924987782,0
langevin_1e-7,amidar,6800000,0.12814377889740583,0
langevin_1e-7,amidar,7200000,0.11904067401047896,0
langevin_1e-7,amidar,7600000,0.12545953378756947,0
langevin_1e-7,amidar,8000000,0.12277527977373062,0
langevin_1e-7,amidar,8400000,0.1329287542180753,0
langevin_1e-7,amidar,8800000,0.09488241459793684,0
langevin_1e-7,amidar,9200000,0.14261539181201036,0
langevin_1e-7,amidar,9600000,0.13981443303757038,0
langevin_1e-7,amidar,10000000,0.16280561813209357,0
langevin_1e-7,amidar,10400000,0.17646029772249006,0
langevin_1e-7,amidar,10800000,0.13596312251371756,0
langevin_1e-7,amidar,11200000,0.178794428550523,0
langevin_1e-7,amidar,11600000,0.1298943770184305,0
langevin_1e-7,amidar,12000000,0.16397268354611003,0
langevin_1e-7,amidar,12400000,0.17646029772249006,0
langevin_1e-7,amidar,12800000,0.21544027542743768,0
