agent_id,environment_name,eval_episode_return,frame,normalized_return,seed
ULMCDQN,alien,0.0,0,-0.03301497123146713,0
ULMCDQN,alien,34.0,400000,-0.028087363584979496,0
ULMCDQN,alien,140.0,800000,-0.012724822098871,0
ULMCDQN,alien,178.0,1200000,-0.007217495905737766,0
ULMCDQN,alien,220.0,1600000,-0.0011304511659589287,0
ULMCDQN,alien,252.0,2000000,0.0035072972072059,0
ULMCDQN,alien,432.0,2400000,0.02959463180625806,0
ULMCDQN,alien,426.0,2800000,0.028725053986289655,0
ULMCDQN,alien,406.0,3200000,0.02582646125306164,0
ULMCDQN,alien,512.0,3600000,0.04118900273917013,0
ULMCDQN,alien,546.0,4000000,0.046116610385657765,0
ULMCDQN,alien,692.0,4400000,0.06727633733822229,0
ULMCDQN,alien,534.0,4800000,0.044377454745720954,0
ULMCDQN,alien,768.0,5200000,0.07829098972448877,0
ULMCDQN,alien,536.0,5600000,0.04466731401904375,0
ULMCDQN,alien,620.0,6000000,0.05684140349860143,0
ULMCDQN,alien,636.0,6400000,0.059160277685183844,0
ULMCDQN,alien,634.0,6800000,0.058870418411861046,0
ULMCDQN,alien,818.0,7200000,0.08553747155755882,0
ULMCDQN,alien,604.0,7600000,0.054522529312019015,0
ULMCDQN,alien,750.0,8000000,0.07568225626458355,0
ULMCDQN,alien,680.0,8400000,0.06553718169828548,0
ULMCDQN,alien,666.0,8800000,0.06350816678502587,0
ULMCDQN,alien,840.0,9200000,0.08872592356410963,0
ULMCDQN,alien,792.0,9600000,0.08176930100436239,0
ULMCDQN,alien,880.0,10000000,0.09452310903056567,0
ULMCDQN,alien,684.0,10400000,0.06611690024493108,0
ULMCDQN,alien,954.0,10800000,0.10524790214350933,0
ULMCDQN,alien,720.0,11200000,0.07133436716474152,0
ULMCDQN,alien,740.0,11600000,0.07423295989796955,0
ULMCDQN,alien,804.0,12000000,0.0835084566442992,0
ULMCDQN,alien,846.0,12400000,0.08959550138407804,0
ULMCDQN,alien,1034.0,12800000,0.11684227307642141,0
ULMCDQN,alien,1004.0,13200000,0.11249438397657939,0
ULMCDQN,alien,984.0,13600000,0.10959579124335136,0
ULMCDQN,alien,1002.0,14000000,0.11220452470325658,0
ULMCDQN,alien,1042.0,14400000,0.11800171016971261,0
ULMCDQN,alien,992.0,14800000,0.11075522833664257,0
ULMCDQN,alien,794.0,15200000,0.0820591602776852,0
ULMCDQN,alien,948.0,15600000,0.10437832432354094,0
ULMCDQN,alien,980.0,16000000,0.10901607269670577,0
ULMCDQN,alien,1106.0,16400000,0.12727720691604227,0
ULMCDQN,alien,1178.0,16800000,0.13771214075566313,0
ULMCDQN,alien,984.0,17200000,0.10959579124335136,0
ULMCDQN,alien,938.0,17600000,0.10292902795692692,0
ULMCDQN,alien,950.0,18000000,0.10466818359686374,0
ULMCDQN,alien,840.0,18400000,0.08872592356410963,0
ULMCDQN,alien,924.0,18800000,0.10090001304366732,0
ULMCDQN,alien,976.0,19200000,0.10843635415006016,0
ULMCDQN,alien,1458.0,19600000,0.1782924390208554,0
ULMCDQN,alien,1026.0,20000000,0.1156828359831302,0
ULMCDQN,alien,940.0,20400000,0.10321888723024973,0
ULMCDQN,alien,1402.0,20800000,0.17017637936781693,0
ULMCDQN,alien,1020.0,21200000,0.11481325816316179,0
ULMCDQN,alien,1044.0,21600000,0.11829156944303541,0
ULMCDQN,alien,894.0,22000000,0.09655212394382529,0
ULMCDQN,alien,1046.0,22400000,0.11858142871635823,0
ULMCDQN,alien,1128.0,22800000,0.1304656589225931,0
ULMCDQN,alien,1490.0,23200000,0.18293018739402023,0
ULMCDQN,alien,1114.0,23600000,0.1284366440093335,0
ULMCDQN,alien,1184.0,24000000,0.13858171857563154,0
ULMCDQN,alien,1224.0,24400000,0.14437890404208759,0
ULMCDQN,alien,906.0,24800000,0.09829127958376209,0
ULMCDQN,alien,910.0,25200000,0.0988709981304077,0
